"","X","lagoslakeid","year","total_obs","count_oligotrophic","count_mesotrophic","count_eutrophic","Trophic_State","value","lake_namelagos","lake_centroidstate","lake_lat_decdeg","lake_lon_decdeg","trend"
"5425",5425,326243,1992,10,8,2,0,"Oligotrophic",80,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5426",5426,326243,1992,10,8,2,0,"Mesotrophic",20,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5427",5427,326243,1992,10,8,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5428",5428,326243,1993,7,7,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5429",5429,326243,1993,7,7,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5430",5430,326243,1993,7,7,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5431",5431,326243,1994,10,8,2,0,"Oligotrophic",80,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5432",5432,326243,1994,10,8,2,0,"Mesotrophic",20,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5433",5433,326243,1994,10,8,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5434",5434,326243,1995,7,5,2,0,"Oligotrophic",71.4285714285714,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5435",5435,326243,1995,7,5,2,0,"Mesotrophic",28.5714285714286,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5436",5436,326243,1995,7,5,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5437",5437,326243,1996,12,8,4,0,"Oligotrophic",66.6666666666667,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5438",5438,326243,1996,12,8,4,0,"Mesotrophic",33.3333333333333,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5439",5439,326243,1996,12,8,4,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5440",5440,326243,1997,5,4,1,0,"Oligotrophic",80,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5441",5441,326243,1997,5,4,1,0,"Mesotrophic",20,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5442",5442,326243,1997,5,4,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5443",5443,326243,1998,8,7,1,0,"Oligotrophic",87.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5444",5444,326243,1998,8,7,1,0,"Mesotrophic",12.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5445",5445,326243,1998,8,7,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5446",5446,326243,1999,13,9,4,0,"Oligotrophic",69.2307692307692,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5447",5447,326243,1999,13,9,4,0,"Mesotrophic",30.7692307692308,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5448",5448,326243,1999,13,9,4,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5449",5449,326243,2000,10,7,3,0,"Oligotrophic",70,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5450",5450,326243,2000,10,7,3,0,"Mesotrophic",30,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5451",5451,326243,2000,10,7,3,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5452",5452,326243,2001,19,15,4,0,"Oligotrophic",78.9473684210526,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5453",5453,326243,2001,19,15,4,0,"Mesotrophic",21.0526315789474,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5454",5454,326243,2001,19,15,4,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5455",5455,326243,2002,13,12,1,0,"Oligotrophic",92.3076923076923,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5456",5456,326243,2002,13,12,1,0,"Mesotrophic",7.69230769230769,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5457",5457,326243,2002,13,12,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5458",5458,326243,2003,11,10,1,0,"Oligotrophic",90.9090909090909,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5459",5459,326243,2003,11,10,1,0,"Mesotrophic",9.09090909090909,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5460",5460,326243,2003,11,10,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5461",5461,326243,2004,11,8,2,1,"Oligotrophic",72.7272727272727,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5462",5462,326243,2004,11,8,2,1,"Mesotrophic",18.1818181818182,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5463",5463,326243,2004,11,8,2,1,"Eutrophic",9.09090909090909,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5464",5464,326243,2005,15,14,1,0,"Oligotrophic",93.3333333333333,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5465",5465,326243,2005,15,14,1,0,"Mesotrophic",6.66666666666667,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5466",5466,326243,2005,15,14,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5467",5467,326243,2006,11,9,2,0,"Oligotrophic",81.8181818181818,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5468",5468,326243,2006,11,9,2,0,"Mesotrophic",18.1818181818182,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5469",5469,326243,2006,11,9,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5470",5470,326243,2007,17,14,3,0,"Oligotrophic",82.3529411764706,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5471",5471,326243,2007,17,14,3,0,"Mesotrophic",17.6470588235294,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5472",5472,326243,2007,17,14,3,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5473",5473,326243,2008,9,7,2,0,"Oligotrophic",77.7777777777778,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5474",5474,326243,2008,9,7,2,0,"Mesotrophic",22.2222222222222,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5475",5475,326243,2008,9,7,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5476",5476,326243,2009,13,12,0,1,"Oligotrophic",92.3076923076923,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5477",5477,326243,2009,13,12,0,1,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5478",5478,326243,2009,13,12,0,1,"Eutrophic",7.69230769230769,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5479",5479,326243,2010,19,17,2,0,"Oligotrophic",89.4736842105263,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5480",5480,326243,2010,19,17,2,0,"Mesotrophic",10.5263157894737,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5481",5481,326243,2010,19,17,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5482",5482,326243,2011,18,16,2,0,"Oligotrophic",88.8888888888889,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5483",5483,326243,2011,18,16,2,0,"Mesotrophic",11.1111111111111,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5484",5484,326243,2011,18,16,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5485",5485,326243,2012,7,6,1,0,"Oligotrophic",85.7142857142857,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5486",5486,326243,2012,7,6,1,0,"Mesotrophic",14.2857142857143,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5487",5487,326243,2012,7,6,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5488",5488,326243,2013,9,8,1,0,"Oligotrophic",88.8888888888889,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5489",5489,326243,2013,9,8,1,0,"Mesotrophic",11.1111111111111,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5490",5490,326243,2013,9,8,1,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5491",5491,326243,2014,19,15,4,0,"Oligotrophic",78.9473684210526,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5492",5492,326243,2014,19,15,4,0,"Mesotrophic",21.0526315789474,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5493",5493,326243,2014,19,15,4,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5494",5494,326243,2015,13,13,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5495",5495,326243,2015,13,13,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5496",5496,326243,2015,13,13,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5497",5497,326243,2016,18,16,2,0,"Oligotrophic",88.8888888888889,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5498",5498,326243,2016,18,16,2,0,"Mesotrophic",11.1111111111111,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5499",5499,326243,2016,18,16,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5500",5500,326243,2017,10,10,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5501",5501,326243,2017,10,10,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5502",5502,326243,2017,10,10,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5503",5503,326243,2018,16,14,2,0,"Oligotrophic",87.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5504",5504,326243,2018,16,14,2,0,"Mesotrophic",12.5,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5505",5505,326243,2018,16,14,2,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5506",5506,326243,2019,11,11,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5507",5507,326243,2019,11,11,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5508",5508,326243,2019,11,11,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5509",5509,326243,2020,1,1,0,0,"Oligotrophic",100,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5510",5510,326243,2020,1,1,0,0,"Mesotrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5511",5511,326243,2020,1,1,0,0,"Eutrophic",0,"Worthen Meadow Reservoir","WY",42.70029,-108.92102,"trending oligotrophic"
"5512",5512,326256,1984,5,1,0,4,"Oligotrophic",20,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5513",5513,326256,1984,5,1,0,4,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5514",5514,326256,1984,5,1,0,4,"Eutrophic",80,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5515",5515,326256,1985,6,0,1,5,"Oligotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5516",5516,326256,1985,6,0,1,5,"Mesotrophic",16.6666666666667,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5517",5517,326256,1985,6,0,1,5,"Eutrophic",83.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5518",5518,326256,1986,8,2,3,3,"Oligotrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5519",5519,326256,1986,8,2,3,3,"Mesotrophic",37.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5520",5520,326256,1986,8,2,3,3,"Eutrophic",37.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5521",5521,326256,1987,9,6,0,3,"Oligotrophic",66.6666666666667,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5522",5522,326256,1987,9,6,0,3,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5523",5523,326256,1987,9,6,0,3,"Eutrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5524",5524,326256,1988,8,7,0,1,"Oligotrophic",87.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5525",5525,326256,1988,8,7,0,1,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5526",5526,326256,1988,8,7,0,1,"Eutrophic",12.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5527",5527,326256,1989,12,6,3,3,"Oligotrophic",50,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5528",5528,326256,1989,12,6,3,3,"Mesotrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5529",5529,326256,1989,12,6,3,3,"Eutrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5530",5530,326256,1990,5,1,3,1,"Oligotrophic",20,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5531",5531,326256,1990,5,1,3,1,"Mesotrophic",60,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5532",5532,326256,1990,5,1,3,1,"Eutrophic",20,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5533",5533,326256,1991,9,3,1,5,"Oligotrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5534",5534,326256,1991,9,3,1,5,"Mesotrophic",11.1111111111111,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5535",5535,326256,1991,9,3,1,5,"Eutrophic",55.5555555555556,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5536",5536,326256,1992,9,0,0,9,"Oligotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5537",5537,326256,1992,9,0,0,9,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5538",5538,326256,1992,9,0,0,9,"Eutrophic",100,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5539",5539,326256,1993,8,0,1,7,"Oligotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5540",5540,326256,1993,8,0,1,7,"Mesotrophic",12.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5541",5541,326256,1993,8,0,1,7,"Eutrophic",87.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5542",5542,326256,1994,13,4,1,8,"Oligotrophic",30.7692307692308,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5543",5543,326256,1994,13,4,1,8,"Mesotrophic",7.69230769230769,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5544",5544,326256,1994,13,4,1,8,"Eutrophic",61.5384615384615,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5545",5545,326256,1995,8,1,3,4,"Oligotrophic",12.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5546",5546,326256,1995,8,1,3,4,"Mesotrophic",37.5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5547",5547,326256,1995,8,1,3,4,"Eutrophic",50,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5548",5548,326256,1996,14,3,2,9,"Oligotrophic",21.4285714285714,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5549",5549,326256,1996,14,3,2,9,"Mesotrophic",14.2857142857143,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5550",5550,326256,1996,14,3,2,9,"Eutrophic",64.2857142857143,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5551",5551,326256,1997,6,1,0,5,"Oligotrophic",16.6666666666667,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5552",5552,326256,1997,6,1,0,5,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5553",5553,326256,1997,6,1,0,5,"Eutrophic",83.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5554",5554,326256,1998,9,3,2,4,"Oligotrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5555",5555,326256,1998,9,3,2,4,"Mesotrophic",22.2222222222222,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5556",5556,326256,1998,9,3,2,4,"Eutrophic",44.4444444444444,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5557",5557,326256,1999,21,6,5,10,"Oligotrophic",28.5714285714286,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5558",5558,326256,1999,21,6,5,10,"Mesotrophic",23.8095238095238,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5559",5559,326256,1999,21,6,5,10,"Eutrophic",47.6190476190476,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5560",5560,326256,2000,15,11,0,4,"Oligotrophic",73.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5561",5561,326256,2000,15,11,0,4,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5562",5562,326256,2000,15,11,0,4,"Eutrophic",26.6666666666667,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5563",5563,326256,2001,21,0,5,16,"Oligotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5564",5564,326256,2001,21,0,5,16,"Mesotrophic",23.8095238095238,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5565",5565,326256,2001,21,0,5,16,"Eutrophic",76.1904761904762,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5566",5566,326256,2002,20,5,0,15,"Oligotrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5567",5567,326256,2002,20,5,0,15,"Mesotrophic",0,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5568",5568,326256,2002,20,5,0,15,"Eutrophic",75,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5569",5569,326256,2003,17,5,4,8,"Oligotrophic",29.4117647058824,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5570",5570,326256,2003,17,5,4,8,"Mesotrophic",23.5294117647059,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5571",5571,326256,2003,17,5,4,8,"Eutrophic",47.0588235294118,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5572",5572,326256,2004,18,6,5,7,"Oligotrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5573",5573,326256,2004,18,6,5,7,"Mesotrophic",27.7777777777778,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5574",5574,326256,2004,18,6,5,7,"Eutrophic",38.8888888888889,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5575",5575,326256,2005,21,8,6,7,"Oligotrophic",38.0952380952381,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5576",5576,326256,2005,21,8,6,7,"Mesotrophic",28.5714285714286,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5577",5577,326256,2005,21,8,6,7,"Eutrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5578",5578,326256,2006,23,5,12,6,"Oligotrophic",21.7391304347826,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5579",5579,326256,2006,23,5,12,6,"Mesotrophic",52.1739130434783,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5580",5580,326256,2006,23,5,12,6,"Eutrophic",26.0869565217391,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5581",5581,326256,2007,21,6,2,13,"Oligotrophic",28.5714285714286,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5582",5582,326256,2007,21,6,2,13,"Mesotrophic",9.52380952380952,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5583",5583,326256,2007,21,6,2,13,"Eutrophic",61.9047619047619,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5584",5584,326256,2008,17,4,3,10,"Oligotrophic",23.5294117647059,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5585",5585,326256,2008,17,4,3,10,"Mesotrophic",17.6470588235294,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5586",5586,326256,2008,17,4,3,10,"Eutrophic",58.8235294117647,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5587",5587,326256,2009,20,5,1,14,"Oligotrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5588",5588,326256,2009,20,5,1,14,"Mesotrophic",5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5589",5589,326256,2009,20,5,1,14,"Eutrophic",70,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5590",5590,326256,2010,21,13,1,7,"Oligotrophic",61.9047619047619,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5591",5591,326256,2010,21,13,1,7,"Mesotrophic",4.76190476190476,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5592",5592,326256,2010,21,13,1,7,"Eutrophic",33.3333333333333,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5593",5593,326256,2011,20,5,1,14,"Oligotrophic",25,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5594",5594,326256,2011,20,5,1,14,"Mesotrophic",5,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5595",5595,326256,2011,20,5,1,14,"Eutrophic",70,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5596",5596,326256,2012,7,2,3,2,"Oligotrophic",28.5714285714286,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5597",5597,326256,2012,7,2,3,2,"Mesotrophic",42.8571428571429,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5598",5598,326256,2012,7,2,3,2,"Eutrophic",28.5714285714286,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5599",5599,326256,2013,17,5,4,8,"Oligotrophic",29.4117647058824,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5600",5600,326256,2013,17,5,4,8,"Mesotrophic",23.5294117647059,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
"5601",5601,326256,2013,17,5,4,8,"Eutrophic",47.0588235294118,"Upper Reservoir","WY",43.31034,-108.39029,"no trend"
